,0
124,"['redthreads', 'interface', 'application-level', 'fault', 'detection/correction', 'adaptive', 'redundant', 'multithreading', 'presence', 'accelerated', 'fault', 'rate', 'projected', 'norm', 'future', 'exascale', 'system', 'become', 'increasingly', 'difficult', 'high-performance', 'computing', 'hpc', 'application', 'accomplish', 'useful', 'computation', 'due', 'fault-oblivious', 'nature', 'current', 'hpc', 'programming', 'paradigm', 'execution', 'environment', 'hpc', 'application', 'insufficiently', 'equipped', 'deal', 'error', 'believe', 'hpc', 'application', 'enabled', 'capability', 'actively', 'search', 'correct', 'error', 'computation', 'redundant', 'multithreading', 'rmt', 'approach', 'offer', 'lightweight', 'replicated', 'execution', 'stream', 'program', 'instruction', 'within', 'context', 'single', 'application', 'process', 'however', 'use', 'complete', 'redundancy', 'incurs', 'significant', 'overhead', 'application', 'performance', 'paper', 'present', 'redthreads', 'interface', 'provides', 'application-level', 'fault', 'detection', 'correction', 'based', 'rmt', 'applies', 'thread-level', 'redundancy', 'adaptively', 'describe', 'redthreads', 'syntax', 'semantics', 'supporting', 'compiler', 'infrastructure', 'runtime', 'system', 'approach', 'enables', 'application', 'programmer', 'scope', 'extent', 'redundant', 'computation', 'additionally', 'runtime', 'system', 'permit', 'use', 'rmt', 'dynamically', 'enabled', 'disabled', 'based', 'resiliency', 'need', 'application', 'state', 'system', 'experimental', 'result', 'demonstrate', 'adaptive', 'rmt', 'exploit', 'programmer', 'insight', 'runtime', 'inference', 'dynamically', 'navigate', 'trade-off', 'space', 'application', ""'s"", 'resilience', 'coverage', 'associated', 'performance', 'overhead', 'redundant', 'computation']"
125,"['workflow', 'science', 'challenge', 'facing', 'convergence', 'hpc', 'big', 'data', 'workflow', 'used', 'traditionally', 'mean', 'describe', 'implement', 'computing', 'usually', 'parametric', 'study', 'exploration', 'searching', 'best', 'solution', 'scientific', 'researcher', 'want', 'perform', 'workflow', 'computing', 'application', 'way', 'documenting', 'process', 'science', 'workflow', 'may', 'different', 'nature', 'depending', 'area', 'research', 'matching', 'actual', 'experiment', 'scientist', 'want', 'perform', 'workflow', 'management', 'system', 'environment', 'offer', 'researcher', 'tool', 'define', 'publish', 'execute', 'document', 'workflow', 'case', 'science', 'workflow', 'used', 'generate', 'data', 'case', 'used', 'analyse', 'existing', 'data', 'case', 'workflow', 'used', 'generate', 'analyse', 'data', 'design', 'experiment', 'case', 'generated', 'blindly', 'without', 'clear', 'idea', 'point', 'relevant', 'computed/simulated', 'ending', 'huge', 'amount', 'computation', 'performed', 'following', 'brute-force', 'strategy', 'however', 'evolution', 'system', 'large', 'amount', 'data', 'generated', 'application', 'require', 'in-situ', 'analysis', 'data', 'thus', 'requiring', 'new', 'solution', 'develop', 'workflow', 'includes', 'simulation/computational', 'part', 'analytic', 'part', 'fact', 'component', 'computation', 'analytics', 'run', 'together', 'enable', 'possibility', 'defining', 'dynamic', 'workflow', 'new', 'computation', 'decided', 'analytics', 'efficient', 'way.the', 'first', 'part', 'paper', 'review', 'current', 'approach', 'set', 'scientific', 'community', 'follows', 'development', 'workflow', 'due', 'election', 'several', 'scientific', 'community', 'use', 'case', 'using', 'specific', 'workflow', 'management', 'system', 'survey', 'maybe', 'incomplete', 'regard', 'complete', 'revision', 'literature', 'workflow', 'expect', 'reader', 'appreaciates', 'effort', 'performed', 'trying', 'see', 'scientific', 'community', 'need', 'requirement', 'second', 'part', 'paper', 'propose', 'new', 'software', 'architecture', 'develop', 'new', 'family', 'end-to-end', 'workflow', 'enables', 'management', 'dynamic', 'workflow', 'composed', 'simulation', 'analytics', 'visualization', 'including', 'inputs/outputs', 'stream']"
126,"['survey', 'runtime', 'software', 'system', 'high', 'performance', 'computing', 'hpc', 'system', 'design', 'operation', 'challenged', 'critical', 'requirement', 'signicant', 'advance', 'eciency', 'scalability', 'user', 'productivity', 'performance', 'portability', 'even', 'end', 'moore', ""'s"", 'law', 'approaching', 'nano-scale', 'semiconductor', 'technology', 'conventional', 'practice', 'employ', 'distributed', 'memory', 'message', 'passing', 'programming', 'interface', 'sometimes', 'combining', 'second', 'level', 'thread-based', 'intra', 'shared', 'memory', 'node', 'interface', 'openmp', 'mean', 'controlling', 'heterogeneous', 'component', 'opencl', 'gpus', 'method', 'include', 'modest', 'runtime', 'control', 'principally', 'course', 'grained', 'statically', 'scheduled', 'yet', 'performance', 'many', 'real-world', 'application', 'yield', 'eciencies', 'le', '%', 'although', 'benchmark', 'may', 'achieve', '%', 'eciency', 'better', 'e.g.', 'hpl', 'address', 'challenge', 'strategy', 'employing', 'runtime', 'software', 'system', 'pursued', 'exploit', 'information', 'status', 'application', 'system', 'hardware', 'operation', 'throughout', 'execution', 'purpose', 'introspection', 'guide', 'task', 'scheduling', 'resource', 'management', 'support', 'dynamic', 'adaptive', 'control', 'runtime', 'system', 'provide', 'adaptive', 'mean', 'reduce', 'eects', 'starvation', 'latency', 'overhead', 'contention', 'unique', 'detail', 'many', 'share', 'common', 'property', 'multi-tasking', 'either', 'preemptive', 'non-preemptive', 'message-driven', 'computation', 'active', 'message', 'sophisticated', 'ne-grain', 'synchronization', 'dataow', 'future', 'contructs', 'global', 'name', 'address', 'space', 'control', 'policy', 'optimizing', 'task', 'scheduling', 'part', 'address', 'uncertainty', 'asynchrony', 'survey', 'identify', 'key', 'parameter', 'property', 'modern', 'sometimes', 'experimental', 'runtime', 'system', 'actively', 'employed', 'today', 'provide', 'detailed', 'description', 'summary', 'comparison', 'within', 'shared', 'space', 'dimension', 'intent', 'paper', 'determine', 'better', 'worse', 'rather', 'provide', 'sucient', 'detail', 'permit', 'reader', 'select', 'among', 'according', 'individual', 'need.']"
127,"['xsdk', 'foundation', 'toward', 'extreme-scale', 'scientific', 'software', 'development', 'kit', 'extreme-scale', 'computational', 'science', 'increasingly', 'demand', 'multiscale', 'multiphysics', 'formulation', 'combining', 'software', 'developed', 'independent', 'group', 'imperative', 'single', 'team', 'resource', 'predictive', 'science', 'decision', 'support', 'capability', 'scientific', 'library', 'provide', 'high-quality', 'reusable', 'software', 'component', 'constructing', 'application', 'improved', 'robustness', 'portability', 'however', 'without', 'coordination', 'many', 'library', 'easily', 'composed', 'namespace', 'collision', 'inconsistent', 'argument', 'lack', 'third-party', 'software', 'versioning', 'additional', 'difficulty', 'make', 'composition', 'costly.the', 'extreme-scale', 'scientific', 'software', 'development', 'kit', 'xsdk', 'defines', 'community', 'policy', 'improve', 'code', 'quality', 'compatibility', 'across', 'independently', 'developed', 'package', 'hypre', 'petsc', 'superlu', 'trilinos', 'alquimia', 'provides', 'foundation', 'addressing', 'broader', 'issue', 'software', 'interoperability', 'performance', 'portability', 'sustainability', 'xsdk', 'provides', 'turnkey', 'installation', 'member', 'software', 'seamless', 'combination', 'aggregate', 'capability', 'mark', 'first', 'step', 'toward', 'extreme-scale', 'scientific', 'software', 'ecosystem', 'future', 'application', 'composed', 'rapidly', 'assured', 'quality', 'scalability']"
128,"['performance', 'portability', 'hpc', 'discovery', 'science', 'software', 'fusion', 'energy', 'turbulence', 'simulation', 'extreme', 'scale', 'hpc', 'r', 'move', 'forward', 'variety', 'path', 'exascale', '”', 'architecture', 'today', 'associated', 'objective', 'demonstrate', 'performance', 'portability', 'discovery-science-capable', 'software', 'important', 'application', 'domain', 'magnetic', 'fusion', 'energy', 'mfe', 'improved', 'modelling', 'increasingly', 'complex', 'physical', 'system', 'especially', 'respect', 'reducing', 'time-to-solution', '”', 'well', 'energy', 'solution.', '”', 'emergence', 'new', 'insight', 'confinement', 'scaling', 'mfe', 'system', 'aided', 'significantly', 'efficient', 'software', 'capable', 'harnessing', 'powerful', 'supercomputer', 'carry', 'simulation', 'unprecedented', 'resolution', 'temporal', 'duration', 'address', 'increasing', 'problem', 'size', 'specifically', 'highly', 'scalable', 'particle-in-cell', 'pic', 'programing', 'methodology', 'used', 'paper', 'demonstrate', 'modern', 'scientific', 'application', 'achieve', 'efficient', 'architecture-dependent', 'optimization', 'performance', 'scaling', 'code', 'portability', 'path-to-exascale', 'platform']"
129,"['hpc', 'application', 'performance', 'characteristic', 'knight', 'landing', 'architecture', 'high', 'performance', 'computing', 'hpc', 'serf', 'catalyst', 'cutting', 'edge', 'scientific', 'research', 'research', 'scientific', 'arena', 'many', 'scientific', 'application', 'require', 'immense', 'computational', 'power', 'run', 'strike', 'appropriate', 'balance', 'computation', 'power', 'requirement', 'intel', 'launched', 'second', 'generation', 'xeon', 'phi', 'called', 'knight', 'landing', 'knl', 'knl', 'many', 'core', 'technology', 'designed', 'high', 'degree', 'parallel', 'processing', 'first', 'generation', 'intel', 'xeon', 'phi', 'used', 'coprocessor', 'second', 'generation', 'xeon', 'phi', 'i.e', 'knl', 'used', 'self', 'boot', 'processor', 'coprocessor', 'run', 'low', 'frequency', 'thereby', 'minimizing', 'power', 'consumption', 'system', 'due', 'paradigm', 'shift', 'technology', 'many', 'core', 'architecture', 'imperative', 'test', 'performance', 'application', 'paper', 'elaborates', 'architecture', 'knl', 'various', 'mode', 'operation', 'addition', 'performance', 'scientific', 'molecular', 'dynamic', 'application', 'gromacs', 'monte', 'carlo', 'method', 'directed', 'loop', 'algorithm']"
132,"['using', 'high', 'performance', 'computing', 'create', 'freely', 'distribute', 'south', 'asian', 'genomic', 'database', 'necessary', 'precision', 'medicine', 'population', 'precision', 'medicine', 'emerging', 'approach', 'disease', 'treatment', 'prevention', 'take', 'account', 'individual', 'variability', 'gene', 'environment', 'lifestyle', 'person', 'effort', 'implement', 'precision', 'medicine', 'gained', 'traction', 'recent', 'year', 'due', 'significantly', 'increased', 'understanding', 'role', 'genetic', 'variation', 'human', 'disease', 'past', 'decade', 'however', 'delivery', 'precision', 'medicine', 'requires', 'robust', 'population', 'specific', 'reference', 'genome', 'datasets', 'full', 'appreciation', 'existing', 'natural', 'variation', 'majority', 'publicly', 'available', 'genomic', 'database', 'primarily', 'derived', 'caucasian', 'population', 'fully', 'address', 'diversity', 'asian', 'population', 'effort', 'address', 'problem', 'aggregated', 'built', 'genomic', 'database', 'ggcindia', 'specifically', 'south', 'asian', 'population', 'collaboration', 'global', 'alliance', 'genomics', 'health', 'ga4gh', 'made', 'database', 'publicly', 'available', 'community', 'ga4gh', ""'s"", 'beacon', 'project', 'ggcindia', 'represents', 'first', 'beacon', 'south', 'asian', 'population', 'data', 'generated', 'aggregated', 'ggcindia', 'beacon', 'provide', 'precise', 'genomic', 'data', 'critical', 'delivery', 'precision', 'medicine', 'within', 'south', 'asia']"
133,"['application', 'gpu', 'acceleration', 'cfd', 'simulation', 'insect', 'flight', 'mobility', 'maneuverability', 'winged', 'insect', 'attracting', 'attention', 'knowledge', 'behavior', 'free-flying', 'insect', 'still', 'far', 'complete', 'paper', 'present', 'computational', 'study', 'aerodynamics', 'kinematics', 'free-flying', 'model', 'fruit-fly', 'existing', 'integrative', 'computational', 'fluid', 'dynamic', 'cfd', 'framework', 'developed', 'using', 'cuda', 'technology', 'adapted', 'free', 'flight', 'simulation', 'heterogenous', 'clusters.the', 'application', 'general-purpose', 'computing', 'graphic', 'processing', 'unit', 'gpgpu', 'significantly', 'accelerated', 'insect', 'flight', 'simulation', 'made', 'le', 'computational', 'expensive', 'find', 'steady', 'state', 'flight', 'using', 'cfd', 'approach.a', 'variety', 'free', 'flight', 'scenario', 'simulated', 'using', 'present', 'numerical', 'approach', 'including', 'hovering', 'fast', 'rectilinear', 'flight', 'complex', 'maneuver', 'vortical', 'flow', 'surrounding', 'model', 'fly', 'steady', 'flight', 'visualized', 'analyzed', 'present', 'result', 'showed', 'good', 'consistency', 'previous', 'study']"
134,"['simultac', 'fonton', 'fine-grain', 'architecture', 'extreme', 'performance', 'beyond', 'moore', ""'s"", 'law', 'nano-scale', 'technology', 'moore', 'semiconductor', 'technology', 'although', 'suitable', '1980s', 'essentially', 'commercial', 'computer', 'including', 'hpc', 'von', 'neumann', 'derivative', 'bottleneck', 'imposed', 'heritage', 'emphasis', 'alu/fpu', 'utilization', 'single', 'instruction', 'issue', 'sequential', 'consistency', 'separation', 'memory', 'processing', 'logic', 'von', 'neumann', 'bottleneck', 'author', 'explore', 'possibility', 'implication', 'one', 'class', 'non', 'von', 'neumann', 'architecture', 'based', 'cellular', 'structure', 'asynchronous', 'multi-tasking', 'distributed', 'shared', 'memory', 'message-driven', 'computation', 'continuum', 'computer', 'architecture', 'introduced', 'genus', 'ultra-fine-grained', 'architecture', 'complexity', 'operation', 'emergent', 'behavior', 'simplicity', 'design', 'combined', 'highly', 'replicated', 'element', 'exemplar', 'specie', 'cca', 'simultac', 'considered', 'comprising', 'billion', 'simple', 'element', 'fontons', 'merged', 'property', 'data', 'storage', 'movement', 'combined', 'logical', 'transformation', 'employing', 'parallex', 'execution', 'model', 'variation', 'hpx+', 'runtime', 'system', 'software', 'simultac', 'may', 'provide', 'path', 'cost', 'effective', 'data', 'analytics', 'machine', 'learning', 'well', 'dynamic', 'adaptive', 'simulation', 'trans-exaops', 'performance', 'regime']"
135,"['simultaneous', 'transmit', 'receive', 'star', 'message', 'protocol', 'star', 'protocol', 'introduced', 'solves', 'three', 'problem', 'mpi', 'well', 'known', 'secur-', 'ity', 'problem', 'three', 'exascale', 'communication', 'problem', 'optical', 'implementation', 'developed', 'compatible', 'gbit/sec', 'ethernet', 'automatic', 'fault', 'resilience', 'mechanism', 'discussed', 'improve', 'hpc', 'quality', 'service', 'meet', 'exascale', 'reliability', 'resilience', 'challenge', 'bandwidth', 'problem', 'exascale', 'computer', 'interfacing', 'data', 'center', 'solved', 'star', 'protocol', 'combined', 'simulpro', 'core', 'architecture', 'discussed', 'another', 'article', 'issue', 'combination', 'enables', 'data', 'center', 'handheld', 'computer', 'networked', 'sensor', 'super-', 'computer', 'invulnerable', 'memory', 'fault', 'injection', 'virus', 'rootkits']"
136,"['core', 'module', 'optimizing', 'pde', 'sparse', 'matrix', 'model', 'hpcg', 'example', 'paper', 'introduces', 'fundamentally', 'new', 'computer', 'architecture', 'supercomputer', 'core', 'module', 'application', 'compatible', 'existing', 'superscalar', 'microprocessor', 'minimized', 'energy', 'use', 'optimized', 'local', 'sparse', 'matrix', 'operation', 'optimized', 'sparse', 'matrix', 'manip-', 'ulation', 'discussed', 'analyzing', 'high', 'performance', 'conjugate', 'gradient', 'hpcg', 'benchmark', 'speci', '...', 'cation', 'analysis', 'show', 'dram', 'memory', 'wall', 'removed', 'benchmark', 'sparse', 'matrix', 'model', 'partial', 'diв¤erential', 'equation', 'pdes', 'wide', 'cross', 'section', 'application', 'giving', 'programmer', 'improved', 'control', 'con', '...', 'guration', 'super-', 'computer', 'potential', 'communication', 'problem', 'minimized', 'application', 'compatibility', 'achieved', 'removing', 'superscalar', 'instruction', 'interpreter', 'multi-thread', 'controller', 'existing', 'microprocessor', 'hardware', 'transformed', 'compile-time', 'utility', 'instruction', 'cache', 'removed', 'innovation', 'vliw', 'instruction', 'processing', 'data', 'cache', 'unnecessary', 'turned', 'oв¤', 'order', 'optimally', 'implement', 'sparse', 'matrix', 'model']"
